rayon,week_start,week_end,building_type,damaged_buildings
Sumskyi,2023-05-08,2023-05-14,Electricity supply system,2
Sumskyi,2023-05-08,2023-05-14,Total,2
Ternopilskyi,2023-05-08,2023-05-14,"Education facility (school, etc.)",1
Ternopilskyi,2023-05-08,2023-05-14,Industrial/Business/Enterprise facilities,1
Ternopilskyi,2023-05-08,2023-05-14,Total,3
Ternopilskyi,2023-05-08,2023-05-14,Warehouse,1
Vasylivskyi,2023-05-08,2023-05-14,"Education facility (school, etc.)",1
Vasylivskyi,2023-05-08,2023-05-14,Total,1
Beryslavskyi,2023-05-01,2023-05-07,Industrial/Business/Enterprise facilities,1
Beryslavskyi,2023-05-01,2023-05-07,Total,1
Bohodukhivskyi,2023-05-01,2023-05-07,Agricultural facilities,1
Bohodukhivskyi,2023-05-01,2023-05-07,Total,1
Dniprovskyi,2023-05-01,2023-05-07,Government facilities,1
Dniprovskyi,2023-05-01,2023-05-07,Total,1
Khersonskyi,2023-05-01,2023-05-07,Fuel depot,1
Khersonskyi,2023-05-01,2023-05-07,Gas supply system,1
Khersonskyi,2023-05-01,2023-05-07,Industrial/Business/Enterprise facilities,4
Khersonskyi,2023-05-01,2023-05-07,Other,1
Khersonskyi,2023-05-01,2023-05-07,Railway,2
Khersonskyi,2023-05-01,2023-05-07,Total,9
Kramatorskyi,2023-05-01,2023-05-07,"Education facility (school, etc.)",3
Kramatorskyi,2023-05-01,2023-05-07,Government facilities,1
Kramatorskyi,2023-05-01,2023-05-07,Total,5
Kramatorskyi,2023-05-01,2023-05-07,Water supply system,1
Kropyvnytskyi,2023-05-01,2023-05-07,Oil depot,1
Kropyvnytskyi,2023-05-01,2023-05-07,Total,1
Kupianskyi,2023-05-01,2023-05-07,"Health facility (hospital, health clinic)",2
Kupianskyi,2023-05-01,2023-05-07,Total,2
Kyiv,2023-05-01,2023-05-07,Industrial/Business/Enterprise facilities,1
Kyiv,2023-05-01,2023-05-07,Total,1
Mykolaivskyi,2023-05-01,2023-05-07,Harbor,1
Mykolaivskyi,2023-05-01,2023-05-07,"Health facility (hospital, health clinic)",1
Mykolaivskyi,2023-05-01,2023-05-07,Industrial/Business/Enterprise facilities,1
Mykolaivskyi,2023-05-01,2023-05-07,Total,3
Nikopolskyi,2023-05-01,2023-05-07,Agricultural facilities,1
Nikopolskyi,2023-05-01,2023-05-07,Electricity supply system,3
Nikopolskyi,2023-05-01,2023-05-07,Gas supply system,2
Nikopolskyi,2023-05-01,2023-05-07,Industrial/Business/Enterprise facilities,1
Nikopolskyi,2023-05-01,2023-05-07,Oil depot,1
Nikopolskyi,2023-05-01,2023-05-07,Total,8
Novhorod-Siverskyi,2023-05-01,2023-05-07,"Education facility (school, etc.)",1
Novhorod-Siverskyi,2023-05-01,2023-05-07,Total,1
Odeskyi,2023-05-01,2023-05-07,"Education facility (school, etc.)",1
Odeskyi,2023-05-01,2023-05-07,Total,1
Pavlohradskyi,2023-05-01,2023-05-07,"Education facility (school, etc.)",9
Pavlohradskyi,2023-05-01,2023-05-07,Industrial/Business/Enterprise facilities,6
Pavlohradskyi,2023-05-01,2023-05-07,Total,15
Pokrovskyi,2023-05-01,2023-05-07,Industrial/Business/Enterprise facilities,1
Pokrovskyi,2023-05-01,2023-05-07,Total,1
Shostkynskyi,2023-05-01,2023-05-07,"Education facility (school, etc.)",1
Shostkynskyi,2023-05-01,2023-05-07,Industrial/Business/Enterprise facilities,1
Shostkynskyi,2023-05-01,2023-05-07,Total,2
Bakhmutskyi,2023-04-24,2023-04-30,"Education facility (school, etc.)",1
Bakhmutskyi,2023-04-24,2023-04-30,Total,1
Beryslavskyi,2023-04-24,2023-04-30,"Education facility (school, etc.)",2
Beryslavskyi,2023-04-24,2023-04-30,Industrial/Business/Enterprise facilities,1
Beryslavskyi,2023-04-24,2023-04-30,Total,3
Dniprovskyi,2023-04-24,2023-04-30,Industrial/Business/Enterprise facilities,2
Dniprovskyi,2023-04-24,2023-04-30,Total,2
Khersonskyi,2023-04-24,2023-04-30,"Education facility (school, etc.)",1
Khersonskyi,2023-04-24,2023-04-30,Gas supply system,1
Khersonskyi,2023-04-24,2023-04-30,Government facilities,1
Khersonskyi,2023-04-24,2023-04-30,"Health facility (hospital, health clinic)",1
Khersonskyi,2023-04-24,2023-04-30,Industrial/Business/Enterprise facilities,2
Khersonskyi,2023-04-24,2023-04-30,Religious facilities,2
Khersonskyi,2023-04-24,2023-04-30,Road / Highway,1
Khersonskyi,2023-04-24,2023-04-30,Total,9
Kramatorskyi,2023-04-24,2023-04-30,Government facilities,1
Kramatorskyi,2023-04-24,2023-04-30,Total,1
Kupianskyi,2023-04-24,2023-04-30,"Cultural facilities (museum, theater etc.)",2
Kupianskyi,2023-04-24,2023-04-30,Total,2
Mykolaivskyi,2023-04-24,2023-04-30,Harbor,2
Mykolaivskyi,2023-04-24,2023-04-30,Total,2
Nikopolskyi,2023-04-24,2023-04-30,Electricity supply system,3
Nikopolskyi,2023-04-24,2023-04-30,Gas supply system,3
Nikopolskyi,2023-04-24,2023-04-30,Government facilities,2
Nikopolskyi,2023-04-24,2023-04-30,Industrial/Business/Enterprise facilities,2
Nikopolskyi,2023-04-24,2023-04-30,Total,10
Novhorod-Siverskyi,2023-04-24,2023-04-30,Electricity supply system,1
Novhorod-Siverskyi,2023-04-24,2023-04-30,Road / Highway,1
Novhorod-Siverskyi,2023-04-24,2023-04-30,Total,2
Pokrovskyi,2023-04-24,2023-04-30,"Education facility (school, etc.)",1
Pokrovskyi,2023-04-24,2023-04-30,Total,1
Polohivskyi,2023-04-24,2023-04-30,Government facilities,2
Polohivskyi,2023-04-24,2023-04-30,Total,2
Shostkynskyi,2023-04-24,2023-04-30,"Education facility (school, etc.)",1
Shostkynskyi,2023-04-24,2023-04-30,Electricity supply system,1
Shostkynskyi,2023-04-24,2023-04-30,Industrial/Business/Enterprise facilities,2
Shostkynskyi,2023-04-24,2023-04-30,Oil depot,1
Shostkynskyi,2023-04-24,2023-04-30,Total,6
Shostkynskyi,2023-04-24,2023-04-30,Warehouse,1
Sumskyi,2023-04-24,2023-04-30,Electricity supply system,2
Sumskyi,2023-04-24,2023-04-30,Industrial/Business/Enterprise facilities,2
Sumskyi,2023-04-24,2023-04-30,Total,4
Bakhmutskyi,2023-04-17,2023-04-23,"Cultural facilities (museum, theater etc.)",1
Bakhmutskyi,2023-04-17,2023-04-23,"Education facility (school, etc.)",1
Bakhmutskyi,2023-04-17,2023-04-23,Electricity supply system,1
Bakhmutskyi,2023-04-17,2023-04-23,Industrial/Business/Enterprise facilities,1
Bakhmutskyi,2023-04-17,2023-04-23,Total,4
Bashtanskyi,2023-04-17,2023-04-23,Industrial/Business/Enterprise facilities,2
Bashtanskyi,2023-04-17,2023-04-23,Total,2
Beryslavskyi,2023-04-17,2023-04-23,"Education facility (school, etc.)",1
Beryslavskyi,2023-04-17,2023-04-23,"Health facility (hospital, health clinic)",1
Beryslavskyi,2023-04-17,2023-04-23,Total,2
Chuhuivskyi,2023-04-17,2023-04-23,Industrial/Business/Enterprise facilities,1
Chuhuivskyi,2023-04-17,2023-04-23,Total,1
Kharkivskyi,2023-04-17,2023-04-23,Industrial/Business/Enterprise facilities,1
Kharkivskyi,2023-04-17,2023-04-23,Total,1
Khersonskyi,2023-04-17,2023-04-23,"Education facility (school, etc.)",1
Khersonskyi,2023-04-17,2023-04-23,Industrial/Business/Enterprise facilities,3
Khersonskyi,2023-04-17,2023-04-23,Other,2
Khersonskyi,2023-04-17,2023-04-23,Total,6
Kramatorskyi,2023-04-17,2023-04-23,"Cultural facilities (museum, theater etc.)",1
Kramatorskyi,2023-04-17,2023-04-23,"Health facility (hospital, health clinic)",2
Kramatorskyi,2023-04-17,2023-04-23,Industrial/Business/Enterprise facilities,2
Kramatorskyi,2023-04-17,2023-04-23,Total,5
Nikopolskyi,2023-04-17,2023-04-23,"Cultural facilities (museum, theater etc.)",2
Nikopolskyi,2023-04-17,2023-04-23,Electricity supply system,1
Nikopolskyi,2023-04-17,2023-04-23,Government facilities,1
Nikopolskyi,2023-04-17,2023-04-23,Industrial/Business/Enterprise facilities,2
Nikopolskyi,2023-04-17,2023-04-23,Telecommunications,1
Nikopolskyi,2023-04-17,2023-04-23,Total,7
Odeskyi,2023-04-17,2023-04-23,Other,2
Odeskyi,2023-04-17,2023-04-23,Total,2
Pokrovskyi,2023-04-17,2023-04-23,Electricity supply system,1
Pokrovskyi,2023-04-17,2023-04-23,Total,1
Polohivskyi,2023-04-17,2023-04-23,Industrial/Business/Enterprise facilities,1
Polohivskyi,2023-04-17,2023-04-23,Total,1
Sumskyi,2023-04-17,2023-04-23,"Education facility (school, etc.)",1
Sumskyi,2023-04-17,2023-04-23,Total,1
Synelnykivskyi,2023-04-17,2023-04-23,Government facilities,2
Synelnykivskyi,2023-04-17,2023-04-23,Total,2
Volnovaskyi,2023-04-17,2023-04-23,Agricultural facilities,1
Volnovaskyi,2023-04-17,2023-04-23,Total,1
Bakhmutskyi,2023-04-10,2023-04-16,"Education facility (school, etc.)",1
Bakhmutskyi,2023-04-10,2023-04-16,Gas supply system,1
Bakhmutskyi,2023-04-10,2023-04-16,Industrial/Business/Enterprise facilities,3
Bakhmutskyi,2023-04-10,2023-04-16,Other,1
Bakhmutskyi,2023-04-10,2023-04-16,Total,6
Bashtanskyi,2023-04-10,2023-04-16,"Cultural facilities (museum, theater etc.)",2
Bashtanskyi,2023-04-10,2023-04-16,"Education facility (school, etc.)",4
Bashtanskyi,2023-04-10,2023-04-16,"Health facility (hospital, health clinic)",1
Bashtanskyi,2023-04-10,2023-04-16,Industrial/Business/Enterprise facilities,1
Bashtanskyi,2023-04-10,2023-04-16,Total,8
Beryslavskyi,2023-04-10,2023-04-16,"Education facility (school, etc.)",1
Beryslavskyi,2023-04-10,2023-04-16,Industrial/Business/Enterprise facilities,1
Beryslavskyi,2023-04-10,2023-04-16,Other,1
Beryslavskyi,2023-04-10,2023-04-16,Total,3
Chuhuivskyi,2023-04-10,2023-04-16,"Education facility (school, etc.)",1
Chuhuivskyi,2023-04-10,2023-04-16,"Health facility (hospital, health clinic)",1
Chuhuivskyi,2023-04-10,2023-04-16,Road / Highway,1
Chuhuivskyi,2023-04-10,2023-04-16,Total,3
Khersonskyi,2023-04-10,2023-04-16,"Cultural facilities (museum, theater etc.)",1
Khersonskyi,2023-04-10,2023-04-16,"Education facility (school, etc.)",1
Khersonskyi,2023-04-10,2023-04-16,Electricity supply system,1
Khersonskyi,2023-04-10,2023-04-16,Government facilities,2
Khersonskyi,2023-04-10,2023-04-16,"Health facility (hospital, health clinic)",1
Khersonskyi,2023-04-10,2023-04-16,Industrial/Business/Enterprise facilities,2
Khersonskyi,2023-04-10,2023-04-16,Other,2
Khersonskyi,2023-04-10,2023-04-16,Religious facilities,1
Khersonskyi,2023-04-10,2023-04-16,Total,11
Kramatorskyi,2023-04-10,2023-04-16,"Cultural facilities (museum, theater etc.)",1
Kramatorskyi,2023-04-10,2023-04-16,"Education facility (school, etc.)",3
Kramatorskyi,2023-04-10,2023-04-16,"Health facility (hospital, health clinic)",1
Kramatorskyi,2023-04-10,2023-04-16,Other,1
Kramatorskyi,2023-04-10,2023-04-16,Total,6
Kupianskyi,2023-04-10,2023-04-16,Industrial/Business/Enterprise facilities,3
Kupianskyi,2023-04-10,2023-04-16,Total,3
Melitopolskyi,2023-04-10,2023-04-16,Railway,1
Melitopolskyi,2023-04-10,2023-04-16,Total,1
Mykolaivskyi,2023-04-10,2023-04-16,Electricity supply system,1
Mykolaivskyi,2023-04-10,2023-04-16,Gas supply system,1
Mykolaivskyi,2023-04-10,2023-04-16,Telecommunications,1
Mykolaivskyi,2023-04-10,2023-04-16,Total,3
Nikopolskyi,2023-04-10,2023-04-16,Electricity supply system,2
Nikopolskyi,2023-04-10,2023-04-16,Gas supply system,1
Nikopolskyi,2023-04-10,2023-04-16,Harbor,1
Nikopolskyi,2023-04-10,2023-04-16,Industrial/Business/Enterprise facilities,1
Nikopolskyi,2023-04-10,2023-04-16,Religious facilities,1
Nikopolskyi,2023-04-10,2023-04-16,Total,6
Novhorod-Siverskyi,2023-04-10,2023-04-16,Industrial/Business/Enterprise facilities,2
Novhorod-Siverskyi,2023-04-10,2023-04-16,Total,2
Pokrovskyi,2023-04-10,2023-04-16,Total,1
Pokrovskyi,2023-04-10,2023-04-16,Water supply system,1
Polohivskyi,2023-04-10,2023-04-16,Agricultural facilities,1
Polohivskyi,2023-04-10,2023-04-16,Industrial/Business/Enterprise facilities,2
Polohivskyi,2023-04-10,2023-04-16,Total,3
Shostkynskyi,2023-04-10,2023-04-16,Fuel depot,1
Shostkynskyi,2023-04-10,2023-04-16,Government facilities,3
Shostkynskyi,2023-04-10,2023-04-16,Total,4
Sumskyi,2023-04-10,2023-04-16,Agricultural facilities,1
Sumskyi,2023-04-10,2023-04-16,Industrial/Business/Enterprise facilities,1
Sumskyi,2023-04-10,2023-04-16,Total,2
Volnovaskyi,2023-04-10,2023-04-16,"Cultural facilities (museum, theater etc.)",1
Volnovaskyi,2023-04-10,2023-04-16,Total,1
Zaporizkyi,2023-04-10,2023-04-16,Industrial/Business/Enterprise facilities,1
Zaporizkyi,2023-04-10,2023-04-16,Other,1
Zaporizkyi,2023-04-10,2023-04-16,Religious facilities,1
Zaporizkyi,2023-04-10,2023-04-16,Total,3
Bakhmutskyi,2023-04-03,2023-04-09,Government facilities,1
Bakhmutskyi,2023-04-03,2023-04-09,Industrial/Business/Enterprise facilities,1
Bakhmutskyi,2023-04-03,2023-04-09,Total,2
Beryslavskyi,2023-04-03,2023-04-09,"Cultural facilities (museum, theater etc.)",1
Beryslavskyi,2023-04-03,2023-04-09,Electricity supply system,1
Beryslavskyi,2023-04-03,2023-04-09,Government facilities,1
Beryslavskyi,2023-04-03,2023-04-09,Industrial/Business/Enterprise facilities,1
Beryslavskyi,2023-04-03,2023-04-09,Telecommunications,1
Beryslavskyi,2023-04-03,2023-04-09,Total,6
Beryslavskyi,2023-04-03,2023-04-09,Warehouse,1
Chuhuivskyi,2023-04-03,2023-04-09,Industrial/Business/Enterprise facilities,1
Chuhuivskyi,2023-04-03,2023-04-09,Telecommunications,1
Chuhuivskyi,2023-04-03,2023-04-09,Total,2
Khersonskyi,2023-04-03,2023-04-09,"Education facility (school, etc.)",1
Khersonskyi,2023-04-03,2023-04-09,Electricity supply system,1
Khersonskyi,2023-04-03,2023-04-09,Government facilities,2
Khersonskyi,2023-04-03,2023-04-09,"Health facility (hospital, health clinic)",1
Khersonskyi,2023-04-03,2023-04-09,Industrial/Business/Enterprise facilities,2
Khersonskyi,2023-04-03,2023-04-09,Other,1
Khersonskyi,2023-04-03,2023-04-09,Total,8
Kramatorskyi,2023-04-03,2023-04-09,Government facilities,1
Kramatorskyi,2023-04-03,2023-04-09,"Health facility (hospital, health clinic)",1
Kramatorskyi,2023-04-03,2023-04-09,Industrial/Business/Enterprise facilities,2
Kramatorskyi,2023-04-03,2023-04-09,Total,4
Kupianskyi,2023-04-03,2023-04-09,"Education facility (school, etc.)",1
Kupianskyi,2023-04-03,2023-04-09,Railway,1
Kupianskyi,2023-04-03,2023-04-09,Total,2
Melitopolskyi,2023-04-03,2023-04-09,Airport,1
Melitopolskyi,2023-04-03,2023-04-09,Total,1
Mykolaivskyi,2023-04-03,2023-04-09,Harbor,2
Mykolaivskyi,2023-04-03,2023-04-09,Industrial/Business/Enterprise facilities,1
Mykolaivskyi,2023-04-03,2023-04-09,Total,3
Nikopolskyi,2023-04-03,2023-04-09,Electricity supply system,1
Nikopolskyi,2023-04-03,2023-04-09,Total,1
Novhorod-Siverskyi,2023-04-03,2023-04-09,Agricultural facilities,1
Novhorod-Siverskyi,2023-04-03,2023-04-09,Electricity supply system,1
Novhorod-Siverskyi,2023-04-03,2023-04-09,Industrial/Business/Enterprise facilities,1
Novhorod-Siverskyi,2023-04-03,2023-04-09,Road / Highway,1
Novhorod-Siverskyi,2023-04-03,2023-04-09,Total,4
Odeskyi,2023-04-03,2023-04-09,Industrial/Business/Enterprise facilities,1
Odeskyi,2023-04-03,2023-04-09,Total,1
Pokrovskyi,2023-04-03,2023-04-09,Electricity supply system,1
Pokrovskyi,2023-04-03,2023-04-09,"Health facility (hospital, health clinic)",1
Pokrovskyi,2023-04-03,2023-04-09,Industrial/Business/Enterprise facilities,4
Pokrovskyi,2023-04-03,2023-04-09,Total,6
Polohivskyi,2023-04-03,2023-04-09,"Education facility (school, etc.)",2
Polohivskyi,2023-04-03,2023-04-09,Total,2
Shostkynskyi,2023-04-03,2023-04-09,"Cultural facilities (museum, theater etc.)",1
Shostkynskyi,2023-04-03,2023-04-09,Electricity supply system,1
Shostkynskyi,2023-04-03,2023-04-09,Government facilities,1
Shostkynskyi,2023-04-03,2023-04-09,Total,3
Sumskyi,2023-04-03,2023-04-09,Electricity supply system,1
Sumskyi,2023-04-03,2023-04-09,Industrial/Business/Enterprise facilities,1
Sumskyi,2023-04-03,2023-04-09,Total,2
Bakhmutskyi,2023-03-27,2023-04-02,Gas supply system,1
Bakhmutskyi,2023-03-27,2023-04-02,Total,1
Bohodukhivskyi,2023-03-27,2023-04-02,"Education facility (school, etc.)",1
Bohodukhivskyi,2023-03-27,2023-04-02,Total,1
Chuhuivskyi,2023-03-27,2023-04-02,Industrial/Business/Enterprise facilities,1
Chuhuivskyi,2023-03-27,2023-04-02,Total,1
Dniprovskyi,2023-03-27,2023-04-02,Agricultural facilities,1
Dniprovskyi,2023-03-27,2023-04-02,Total,1
Kharkivskyi,2023-03-27,2023-04-02,Fuel depot,1
